5,18.78,97,21.39,0,17.4
6,20.49,87,23.08,0,18.8
7,22.53,77,24.2,3,22.2
8,23.42,71,24.9,3,26.6
9,24.76,68,26.81,3,30
10,25.87,63,27.53,41,33.5
11,26.97,62,29.29,21,36.8
12,27.78,60,30.52,14,38.4
13,28.09,60,30.97,11,31.3
14,29.75,50,31.69,8,38.5
15,30.87,43,32.55,1,38.7
16,31.11,37,30.03,1,36.6
17,31.67,31,31.8,0,35.2
18,31.04,31,28.76,0,32
19,29.87,45,30.28,75,30.9
20,26.05,56,26.99,18,26.3
21,24.8,63,24.7,0,24.1
22,25.27,55,24.36,0,22.3
23,23.22,79,23.89,32,22
0,22.88,80,24.44,54,22
1,22.89,77,25.05,46,20.8
2,22.71,69,24.67,41,19.8
3,20.91,88,23.28,0,18.7
4,22.97,77,24.67,0,18.1
5,22.49,71,22.57,0,18
6,22.33,85,23.24,0,19.4
7,24.31,75,24.75,0,21.1
8,26.72,61,29.13,0,27.7
9,28.4,51,30.27,0,32
10,27.78,46,25.77,0,35.1
11,29.75,46,31.45,0,37.2
12,31.19,41,31.44,0,38.6
13,31.2,34,28.22,0,40
14,30.86,47,33.13,0,35.5
15,31.8,36,29.37,0,38.4
16,31.18,52,31.36,0,38.2
17,30.31,52,32.76,0,35.7
18,31.34,39,29.64,0,34.7
19,31.16,35,28.25,0,29.4
20,31.07,66,32.31,0,27.6
21,27.65,61,30.46,0,25.6
22,28.19,50,25.48,0,25.9
23,27.95,46,24.65,0,26.5
0,27.48,45,23.45,11,26.4
1,25.73,64,28.38,31,25
2,25.8,59,27.93,45,24.7
3,25.98,61,25.27,36,23.7
4,22.78,71,22,1,23
5,23.33,68,25.12,51,23
6,23.27,72,21.31,67,22.8
7,23.02,69,24.15,75,22.6
8,20.5,72,21.28,80,22.3
9,19.35,64,15.04,75,19.1
10,17.76,68,11.8,75,18.1
11,18.9,62,15.09,87,24.1
12,22.84,41,18.81,95,27.4
13,24.61,32,23.55,100,36.1
14,27.22,26,25.37,100,36
15,27.96,22,22.65,92,34.6
16,27.78,27,26.78,0,33.9
17,28.05,22,22.89,0,31.2
18,27.22,25,25.57,0,30.1
19,23.33,34,19.6,0,24.9
20,24.47,27,20.57,0,22.3
21,22.28,43,21.74,0,18.3
22,22.84,32,18.73,0,16.9
23,22.52,26,18.19,0,15.5
0,18.79,67,18.87,0,15.4
1,18.81,71,19.19,0,14.2
2,18,76,18.81,0,14
3,16.87,81,17.65,0,12.7
4,16.96,76,17.1,0,12.6
5,16.14,81,16.68,0,11.7
6,18.86,81,20.32,0,12.5
7,22.78,54,22.64,0,20.7
8,24.44,38,23.02,0,24
9,25,40,23.92,0,29.9
10,25.56,46,25.26,0,30.7
11,27.78,38,27.51,0,33.8
12,27.96,28,24.88,0,34.6
13,28.85,21,24.85,0,34.8
14,30.56,29,30.12,0,35.2
15,30,29,29.42,24,35.1
16,30.73,23,28.31,61,34.1
17,30,35,30.57,100,33.8
18,27.22,48,28.3,100,32
19,26.11,57,27.83,98,27.5
20,24.44,71,24.1,85,25.4
21,22.78,79,22.63,92,22.6
22,22.22,86,23.86,87,21.8
23,22.14,75,24.07,90,21.5
0,22.04,73,23.12,94,21.7
1,22.78,69,24.76,97,21.5
2,22.22,75,24.52,97,21.7
3,20.56,79,22.23,98,19.2
4,15.56,92,16.29,100,18.1
5,15,89,15.38,100,16.1
6,15.86,81,11.65,100,15.8
7,15.2,100,7.86,90,15.9
8,15.7,93,11.77,90,16
9,18.89,81,17.5,92,22.3
10,21.67,71,21.56,42,25.9
11,20.56,70,20.59,71,24.1
12,21.49,56,21.14,75,23.8
13,21.67,59,22.08,85,27.7
14,23.33,50,22.79,88,29.9
15,24.44,45,23.72,74,31.6
16,23.33,49,23.01,100,28.3
17,23.33,43,22.76,65,26.9
18,23.89,33,22.49,44,26.2
19,20.56,55,20.63,33,21.6
20,21.48,40,19.38,0,20
