1,17.16,98,100,18.4
2,16.6,98,100,17.6
3,16.36,98,94,17.1
4,16.05,98,78,16.9
5,15.18,93,58,16.3
6,15.8,81,53,15.4
7,18.09,65,42,18.4
8,20,55,34,22.3
9,22.29,46,35,29.2
10,22.46,36,18,31.2
11,26.17,36,0,34
12,27.3,30,0,36
13,27.47,29,0,38
14,27.83,25,0,39.2
15,28.15,28,0,36.7
16,26.3,39,0,36.1
17,24.69,41,0,32.5
18,24.92,36,0,25.9
19,22.71,47,3,23.4
20,21.85,59,8,22.2
21,22.02,66,27,20.1
22,21.16,66,84,20
23,21.08,61,87,18.7
0,20.04,74,88,18
1,18.38,77,86,17.5
2,16.36,82,69,16.3
3,16.36,81,75,15.8
4,14.63,82,55,15.1
5,13.82,83,61,14.2
6,14.44,77,44,13.8
7,15.87,64,33,15.7
8,17.78,45,26,19.3
9,18.89,43,17,25.3
10,19.44,43,72,25.3
11,20,41,67,26.7
12,20.18,35,72,27
13,19.72,48,20,26.7
14,20.25,43,80,27.2
15,19.68,42,78,25.6
16,20.8,39,48,24.5
17,19.69,42,74,24.4
18,19.13,42,83,23.3
19,18.02,43,87,21.2
20,17.16,63,100,17.6
21,15.8,66,100,15.8
22,15.25,70,100,14.7
23,14.38,71,100,13.7
0,13.82,74,89,12.8
1,13.27,76,68,12
2,12.09,83,55,11.2
3,11.29,77,41,10.6
4,10.74,75,0,9.9
5,10.75,71,0,9.2
6,11.91,64,0,9.1
7,13.95,57,0,12.6
8,16.17,52,0,16.6
9,18.08,45,0,20.8
10,18.64,45,0,24.9
11,19.75,41,0,28.9
12,19.68,34,0,32
13,20.62,39,0,34.4
14,21.18,36,0,34.2
15,20.31,49,0,34.1
16,19.69,52,0,32.3
17,19.44,53,0,27.7
18,18.27,57,0,24.2
19,16.91,61,0,21
20,15.56,63,0,17.1
21,15.57,61,0,14.8
22,14.44,69,0,13.6
23,14.81,69,0,12.8
0,14.85,65,0,11.7
1,14.65,63,0,11
2,13.68,81,0,10.7
3,13.9,72,0,10.3
4,13.91,68,0,9.9
5,13.72,72,0,9.7
6,15.93,69,0,10
7,16.98,72,0,15
8,18.08,68,0,20.1
9,19.52,63,0,24.4
10,19.28,53,0,27.2
11,21.67,48,0,30.9
12,22.78,44,0,32.8
13,23.89,41,0,34.7
14,22.78,38,0,35.6
15,22.23,36,0,34
16,23.33,27,0,31.2
17,22.53,27,0,29.1
18,21.54,33,0,26.5
19,19.44,50,0,22.5
20,18.58,49,0,18.6
21,17.22,64,0,16.5
22,16.91,72,0,15.3
23,16.56,81,0,14.6
0,16.77,85,0,14.1
1,17.71,79,0,14.3
2,17.71,73,0,13.7
3,17.4,76,0,14.2
4,16.54,80,0,14.5
5,16.37,77,0,14.3
6,18.03,75,0,14.8
7,19.2,69,0,18.6
8,20.86,65,0,22.5
9,21.73,60,0,25.8
10,23.16,56,0,28.7
11,23.89,57,0,31.8
12,23.89,47,0,33.5
13,24.44,40,0,35
14,25.56,34,0,35
15,25.87,35,10,33.9
16,25.31,36,65,33.4
17,25.06,41,69,31.4
18,23.33,53,69,28.5
19,20.8,70,62,24
20,20,73,57,20.6
21,19.68,72,52,18.9
22,20.25,80,0,18.2
23,19.82,77,0,17.9
0,19.69,82,0,17.8
1,19.93,74,0,17.3
2,19.13,77,5,17.7
3,18.27,83,12,17.5
4,18.14,78,11,16.7
5,17.41,89,5,16.4
6,18.89,82,5,17.1
7,20.31,76,4,20.5
8,21.67,74,15,24
9,21.25,68,14,28
10,22.05,60,4,30.9
11,25.06,58,11,33.8
12,25.87,47,29,36.3
13,26.67,43,22,36.9
14,25.81,35,18,35.5
15,27.22,34,11,35
16,26.98,39,86,35.1
17,25.93,47,92,32.9
18,24.44,60,85,28.4
19,22.53,68,64,26.3
20,21.36,77,51,22.4
21,20.95,74,47,20.4
22,20.24,84,0,19.4
23,20.22,85,0,18.7
0,19.69,88,0,18.4
1,19.38,92,0,18.1
2,18.76,95,0,18.2
3,18.44,96,0,17.7
4,20.28,83,0,17.3
5,18.78,97,0,17.4
6,20.49,87,0,18.8
7,22.53,77,3,22.2
8,23.42,71,3,26.6
9,24.76,68,3,30
10,25.87,63,41,33.5
11,26.97,62,21,36.8
12,27.78,60,14,38.4
13,28.09,60,11,31.3
14,29.75,50,8,38.5
15,30.87,43,1,38.7
16,31.11,37,1,36.6
17,31.67,31,0,35.2
18,31.04,31,0,32
19,29.87,45,75,30.9
20,26.05,56,18,26.3
21,24.8,63,0,24.1
22,25.27,55,0,22.3
23,23.22,79,32,22
0,22.88,80,54,22
1,22.89,77,46,20.8
2,22.71,69,41,19.8
3,20.91,88,0,18.7
4,22.97,77,0,18.1
5,22.49,71,0,18
6,22.33,85,0,19.4
7,24.31,75,0,21.1
8,26.72,61,0,27.7
9,28.4,51,0,32
10,27.78,46,0,35.1
11,29.75,46,0,37.2
12,31.19,41,0,38.6
13,31.2,34,0,40
14,30.86,47,0,35.5
15,31.8,36,0,38.4
16,31.18,52,0,38.2
17,30.31,52,0,35.7
18,31.34,39,0,34.7
19,31.16,35,0,29.4
20,31.07,66,0,27.6
21,27.65,61,0,25.6
22,28.19,50,0,25.9
23,27.95,46,0,26.5
0,27.48,45,11,26.4
1,25.73,64,31,25
2,25.8,59,45,24.7
3,25.98,61,36,23.7
4,22.78,71,1,23
5,23.33,68,51,23
6,23.27,72,67,22.8
7,23.02,69,75,22.6
8,20.5,72,80,22.3
9,19.35,64,75,19.1
10,17.76,68,75,18.1
11,18.9,62,87,24.1
12,22.84,41,95,27.4
13,24.61,32,100,36.1
14,27.22,26,100,36
15,27.96,22,92,34.6
16,27.78,27,0,33.9
17,28.05,22,0,31.2
18,27.22,25,0,30.1
19,23.33,34,0,24.9
20,24.47,27,0,22.3
21,22.28,43,0,18.3
22,22.84,32,0,16.9
23,22.52,26,0,15.5
0,18.79,67,0,15.4
1,18.81,71,0,14.2
2,18,76,0,14
3,16.87,81,0,12.7
4,16.96,76,0,12.6
5,16.14,81,0,11.7
6,18.86,81,0,12.5
7,22.78,54,0,20.7
8,24.44,38,0,24
9,25,40,0,29.9
10,25.56,46,0,30.7
11,27.78,38,0,33.8
12,27.96,28,0,34.6
13,28.85,21,0,34.8
14,30.56,29,0,35.2
15,30,29,24,35.1
16,30.73,23,61,34.1
17,30,35,100,33.8
18,27.22,48,100,32
19,26.11,57,98,27.5
20,24.44,71,85,25.4
21,22.78,79,92,22.6
22,22.22,86,87,21.8
23,22.14,75,90,21.5
0,22.04,73,94,21.7
1,22.78,69,97,21.5
2,22.22,75,97,21.7
3,20.56,79,98,19.2
4,15.56,92,100,18.1
5,15,89,100,16.1
6,15.86,81,100,15.8
7,15.2,100,90,15.9
8,15.7,93,90,16
9,18.89,81,92,22.3
10,21.67,71,42,25.9
11,20.56,70,71,24.1
12,21.49,56,75,23.8
13,21.67,59,85,27.7
14,23.33,50,88,29.9
15,24.44,45,74,31.6
16,23.33,49,100,28.3
17,23.33,43,65,26.9
18,23.89,33,44,26.2
19,20.56,55,33,21.6
20,21.48,40,0,20
21,19.44,59,0,16.7
22,18.56,63,0,15.8
23,17.48,67,0,14.4
0,17.08,67,0,14.3
1,15.84,76,0,13.6
2,16.7,72,0,13.2
3,15.35,87,0,13.1
4,15.07,87,0,13.4
5,17.08,77,0,14.3
6,17.78,79,0,15.2
7,20,67,0,21
8,21.67,58,0,23
9,21.59,53,0,27.6
10,22.78,52,0,28.7
11,23.89,52,0,33.9
12,25.07,35,0,34.2
13,25.52,38,0,26.4
14,25.56,39,0,28.8
15,26.67,36,0,34.7
16,26.67,38,0,34.1
17,26.67,39,0,30.4
18,26.11,40,0,29.2
19,24.44,48,0,24.3
20,25.21,39,0,22.7
21,24.8,36,0,20.5
22,22.22,66,0,20.3
23,22.22,63,0,20.5
0,21.11,61,0,20.1
1,20.56,60,0,18.5
2,20.56,63,12,18.1
3,19.44,66,29,17.3
4,18.33,73,100,17.5
5,17.78,76,100,18.1
6,18.33,73,99,18.1
7,18.89,71,100,18.9
8,17.78,81,96,19.1
9,18.66,77,75,19.2
10,20.05,59,87,19.8
11,21.8,46,95,23.5
12,22.27,41,98,24
13,22.51,41,100,29.3
14,22.97,41,100,28.9
15,22.22,47,100,30.6
16,21.67,46,92,29
17,21.11,44,93,25.8
18,20,46,78,24.2
19,17.78,55,69,18.6
20,16.67,57,58,17.2
21,16.67,59,35,14.9
22,16.67,61,0,14.4
23,16.51,63,0,13.4
0,16.67,65,0,13.2
1,16.67,67,0,12.9
2,16.11,67,0,13
3,16.27,65,0,12.3
4,14.44,76,0,11.8
5,16,77,0,11
6,17.78,62,0,12.3
7,20,55,0,20.3
8,21.11,51,0,22.9
9,21.67,47,0,28.2
10,22.78,45,0,29.9
11,23.33,38,0,33.6
12,25,26,0,33.6
13,25.14,25,0,36.7
14,25.74,22,0,38.4
15,28.89,19,0,37
16,27.78,27,0,36
17,27.78,24,0,32.5
18,26.67,25,0,30.7
19,23.33,45,0,23.1
20,21.11,54,0,21.2
21,21.17,52,0,17.6
22,21.48,49,0,16.8
23,20.8,64,0,15.6
0,21.06,54,0,15.3
1,21.18,53,0,13.8
2,19.32,72,0,13.5
3,19.44,87,0,13.4
4,20,89,0,13.5
5,20.06,85,0,13.3
6,20.56,86,0,13.8
7,22.22,82,0,18.3
8,22.78,78,3,23.7
9,23.89,76,7,27.3
10,25.56,71,15,30.2
11,27.22,62,7,34
12,28.33,52,5,37.4
13,30.56,36,4,38.7
14,30.41,28,4,40.9
15,31.67,40,14,40.7
16,31.11,39,0,38.8
17,31.11,25,0,36.4
18,30.83,22,0,34.2
19,29.06,24,0,30.8
20,23.33,74,0,26
21,23.67,67,0,23.1
22,23.93,63,0,21.4
23,24.25,59,0,20.5
0,23.52,69,0,19.5
1,23.32,69,0,19.3
2,23.1,66,0,19.3
3,23.27,59,0,18.5
4,20.52,82,0,17.6
5,21.59,68,0,17
6,20.56,92,0,17.4
7,23.33,76,0,21.1
8,25.56,68,0,25.1
9,27.22,60,17,28.5
10,28.89,47,19,32.4
11,28.79,43,31,35.4
12,30.01,35,53,38.5
13,31.19,28,69,38.4
14,31.85,25,78,35
15,31.67,36,86,34
16,32.22,36,100,33.9
17,32.22,35,60,36.1
18,30.56,38,55,32.9
19,28.33,47,43,30.2
20,27.39,49,40,27
21,26.11,63,47,25.1
22,26.11,61,0,24.4
23,25,65,38,23.7
0,25.15,58,46,23
1,23.33,75,66,22.6
2,20.56,88,73,22.1
3,20.32,93,90,21.1
4,20,89,100,20.3
5,21.11,81,100,19.9
6,20,93,100,19.8
7,21.67,90,100,20.7
8,23.33,76,100,23.5
9,23.61,70,98,26.1
10,22.42,68,100,25.2
11,24.55,78,75,32.1
12,25.65,61,20,34.6
13,26,50,20,35.6
14,26.48,47,20,34.6
15,25.19,43,38,31.4
16,25.11,40,19,30.3
17,21.67,53,0,27.3
18,20.56,57,0,22.7
19,20.19,57,39,19.6
20,19.44,54,4,18.3
21,18.52,55,54,17.8
22,18.15,59,97,16.6
23,17.04,60,48,15.7
0,16.3,61,32,14.6
1,15.56,65,24,14.1
2,14.81,65,17,13.1
3,14.26,66,14,12.3
4,13.71,70,0,11.6
5,13.5,68,0,11.3
6,13.14,70,0,11.5
7,13.47,66,0,14
8,16.12,62,0,17.1
9,17.4,54,0,17.7
10,18.33,48,0,19.6
11,19.34,42,0,20.4
12,19.3,52,75,21.5
13,20.64,48,40,25.3
14,22.29,39,0,24.6
15,23.89,38,0,25.2
16,24.52,32,0,22.6
17,24.72,27,0,22.8
18,24.22,26,0,25
19,23.27,28,0,21.2
20,20,43,0,18.2
21,20,38,0,16.8
22,19.05,37,0,13.7
23,16.86,52,0,12.2
0,15.75,57,0,11.4
1,14.99,59,0,10.5
2,14.26,62,0,9.4
3,13.51,64,0,9.2
4,13.17,59,0,8.1
5,12.42,65,0,7.6
6,13.51,65,0,9
7,13.32,59,0,12.4
8,14.59,50,0,18.6
9,20.06,47,0,22
10,21.98,40,0,25.2
11,22.3,34,0,27.4
12,24.24,28,0,30.3
13,25.75,32,0,32
14,26.36,31,0,32.9
15,26.44,43,20,33.2
16,25.76,23,0,32.8
17,25.17,29,0,32.1
18,22.17,60,0,29.6
19,21.76,53,0,23
20,20.81,51,0,19.9
21,19.48,54,0,18.3
22,18.91,58,0,17.4
23,18.16,85,0,16.9
0,18.47,80,0,16.7
1,18.73,69,0,16.2
2,18.81,60,0,15.9
3,19.43,74,0,15
4,19.08,61,0,14.8
5,17.89,81,0,15
6,18.27,68,0,16.3
7,21.18,61,0,20.9
8,21.45,51,0,26.1
9,25.56,45,0,30
10,25.33,37,0,33.2
11,26.73,44,0,36.5
12,28.39,39,0,39.4
13,29.51,39,0,39.4
14,29.75,35,0,38.9
15,30.06,31,0,36
16,30.31,28,0,36.5
17,29.44,29,0,34.3
18,28.83,33,0,35.6
19,26.36,43,0,28.1
20,26.39,36,0,24.2
21,25.36,59,0,21.9
22,22.64,74,0,20.3
23,23.48,59,0,20.5
0,22.67,69,0,20.5
1,23.89,48,0,19.7
2,23.47,47,0,19.6
3,21,68,0,19.2
4,21.29,67,0,18.5
5,20.36,74,0,18.4
6,20.96,63,0,19.4
7,23.4,61,0,23.6
8,24.19,53,0,27.7
9,25.31,52,0,30
10,27.3,46,0,32.6
