21.11,91,0,1010,3.13,11.29,19
19.31,89,0,1014,0.89,11.29,19.2
16.92,64,0,1018,0.89,11.29,16.7
19.19,36,0,1019,1.34,11.29,21.2
20.56,30,0,1019,1.34,11.29,24.4
21.43,30,0,1019,0.89,11.29,27.8
24.44,31,0,1018,0.89,11.29,34
24.44,29,0,1018,0.89,11.29,33.3
24.93,32,0,1018,0.45,11.29,32.3
24.07,31,0,1018,0.89,11.29,30
20.98,43,0,1019,0.98,11.29,23.5
19.63,44,0,1017,0.89,11.37,17.8
18.9,49,0,1017,3.65,11.19,16.2
18.52,61,0,1018,3.91,11.19,14.2
18.53,59,0,1017,0.45,11.19,13.5
17.97,50,0,1033,4.74,11.19,13.1
17.78,56,0,1016,4.46,11.19,12.6
18.34,50,0,1033,4.12,11.19,12
18.33,60,0,1017,0.45,11.19,11.5
17.47,61,0,1021,0.45,11.19,12.3
18.09,58,0,1021,1.34,11.19,17.1
19.44,57,0,1021,2.68,11.19,20.4
24.44,47,0,1020,1.79,11.19,31.1
25.56,45,0,1018,1.79,11.66,32.8
26.67,45,0,1018,1.34,10.69,32.8
26.97,46,0,1017,0.89,8.45,34.3
27.61,42,0,1015,0.89,5.7,34
27.73,40,0,1014,3.05,5.7,33.2
27.59,46,0,1014,0.89,1.22,32.3
26.98,48,0,1014,0.45,0.3,30.3
24.75,55,0,1014,5,0,27.2
23.33,69,0,1014,4.87,0,23.6
23.33,75,0,1015,0.45,0,21.8
24.2,68,0,1015,5.28,0,21.4
24.44,59,0,1015,6,0,20.7
25,59,0,1015,0.89,0,21.2
24.22,58,0,1015,5.88,0,23.1
23.58,73,0,1015,1.34,0,22.9
23.02,77,45,1015,1.34,0,22.5
22.16,80,0,1014,5.81,0,21.6
21.91,82,16,1015,0.89,0,21.4
22.53,78,21,1015,1.79,0.47,21.2
23.09,78,26,1014,0.89,1.63,23.4
23.39,76,34,1015,1.79,3.74,26
24.2,76,0,1015,0.89,6.12,28.5
25,73,0,1014,4.05,8.74,29.3
26.09,58,0,1011,6.2,10.6,28.8
24.63,54,75,1011,14.4,11.5,25.4
26.84,47,58,1011,2.58,11.5,22.7
20.95,88,90,1014,5.1,5.35,20.7
22.29,88,75,1006,7.7,5.24,23.3
23.35,60,75,1005,4.1,2.81,25.4
22.82,73,75,1007,4.1,1.12,24.6
21.99,73,75,1007,3.6,0.2,24.6
20.3,82,75,1007,4.6,0,22.9
20.46,82,0,1008,4.1,0,20.9
19.46,82,0,1009,2.6,0,19.8
